score,content,date
5,굿,2024-06-19
5,가격,2024-06-19
5,"객실깔끔, 요금 합리적, 알찬 조식, 편의시설 접근성 좋음, 친절함",2024-06-19
5,Good~~,2024-06-19
5,편하군요 하하,2024-06-19
5,가성비 참 좋아요,2024-06-19
5,할인이 많이 되네요,2024-06-19
5,"아주좋아어요,,,",2024-06-19
5,좋아요,2024-06-18
5,상품이빠르고 저렴합니다,2024-06-18
5,좋아요,2024-06-18
4,좋아요,2024-06-18
5,간편해서 좋아용,2024-06-18
5,좋고 유용해요.,2024-06-18
5,편해요,2024-06-18
5,항상 야놀자. 출장이 많은데 정말 잘 사용하고 있습니다,2024-06-18
5,예약 및 이용간 만족,2024-06-18
5,아주 좋아요~~,2024-06-18
1,킨적도 없는데 지혼자 켜집니다 계속 끄다 결국 찝찝해서 지웁니다,2024-06-18
4,좋아요!,2024-06-17
5,"숙소 찾기 쉽고, 간편하게 예약할 수 있어요",2024-06-17
4,저렴한 가격을 찾아볼수있어 좋아요,2024-06-17
5,좋아요,2024-06-17
5,굿,2024-06-17
5,굿,2024-06-17
1,결국 업자는 업자끼리 편먹고 소비자를 우롱하는 야놀자 자기네들 잘못인정하기 싫어서 만든 편향적인 약관 도대체 환불 규정은 왜 있는거지 끼리끼리 모여서 보기좋은 평점들 현실은 과연 평점만큼 좋을까 결국은 떠납니다,2024-06-17
5,아주 좋아요!,2024-06-17
5,굿,2024-06-17
5,바로바로돼요,2024-06-17
5,경품 안주나요? 쿠폰 주세요,2024-06-17
5,편하고 저렴합니다.,2024-06-17
4,다 좋은데 왜 포인트가 안생길까요,2024-06-17
1,끽해야 10프로 할인이면서 근들갑좀 안떨었으면 좋겠음 카카오놈들 보는거같아서 역겨움,2024-06-17
5,👌🏼,2024-06-16
4,호텔정보를 빠르게,2024-06-16
5,좋아 👍,2024-06-16
5,레저티켓 할인개꿀,2024-06-16
5,굿굿,2024-06-16
5,좋아요,2024-06-16
5,여행은 야놀자! 추천합니다,2024-06-16
5,좋아요~굿,2024-06-15
5,좋아요. 다음에도 이용할께요,2024-06-15
4,좋아요!,2024-06-15
5,한번에 볼 수 잇어서 좋구..할인 쿠폰이 잇어서 좋음,2024-06-15
2,노ㅡ레ㆍ노ㅜ느ㅡ느노ㅡㅡㅡ리론ㆍㄴㆍ느론ㄴㆍ눈ㆍㄹㆍ느르른ㆍ는ㆍ르,2024-06-15
5,좋습니다^^~,2024-06-15
5,쉽고 빠르게 숙소 예약 가능해서 이용합니다,2024-06-15
5,좋아요,2024-06-15
5,좋아욬ㅋㅋ,2024-06-15
5,정말 편리하고 다른어플에 비해 좋아요,2024-06-15
4,잘사용하고 있습니다 !!!,2024-06-15
5,👍 👍 👍 👍 👍,2024-06-15
5,편해,2024-06-14
5,아주 편리해요.,2024-06-14
5,침대가 편해요👍👍👍,2024-06-14
4,지금부터 여행하자,2024-06-14
5,구뜨,2024-06-14
5,사용하기 편하네요,2024-06-14
1,예약하고 몇시간뒤 취소해야될상황이 있엇음. 취소하려햇더니 취소가안되서 상담원과 카톡상담진행됨. 이것저것묻고 왜취소하려하냐고 묻길래 대답햇는데 결론은 안된다엿음. 처음부터 안된다햇으면 덜기분나빳을텐데. 숙소예약정보랑 이름 연락처 다 적고 취소사유까지말햇는데 안된다길래. 쓸대없는 질문받은 시간이 아깝고. 아고다할껄후회됨..700원차이났고 무료취소였는데 비교가 많이되서 야놀자 어플이용안하기로 결심함.,2024-06-14
5,편리합니다 좋은숙소 찾아서 예약했어요,2024-06-14
5,"처음으로 야놀자를 이용을 했는데요. 메뉴도 찾기도 쉽고, 결제 방식도 다양하고, 혜택도 많고, 좋습니다. 다음 여행에도 야놀자와 함께!~",2024-06-14
5,좋아요 배송도 빠르고 제품 개발 좋아요 아주 좋아요 맛나요,2024-06-14
5,제기준 가족여행 회사출장시 최고의 혜택입니다~~,2024-06-14
5,좋아요,2024-06-13
5,엄청 편하게 되어있네용,2024-06-13
5,완젼좋아욤,2024-06-13
5,좋습니다 좋아요,2024-06-13
5,깨끗한곳 원하면 픽하세요,2024-06-13
5,좋아요~편리하고 아주 좋아요~~,2024-06-13
5,아주 좋아요 자주 이용합니다,2024-06-13
5,좋은 정보가 많아서 굿입니다.,2024-06-13
5,좋네요 :),2024-06-13
5,할인도 많고 너무 좋아요,2024-06-12
5,출장갈일이 많은데 항상 유용하게 사용하고 있습니다.,2024-06-12
5,간편해요,2024-06-12
5,좋다,2024-06-12
5,너무좋아요,2024-06-12
4,간편해요,2024-06-12
5,조아여,2024-06-12
5,이용하기 편하고 쿠폰도 잘줘요,2024-06-12
4,편리합니다,2024-06-12
1,라방할때 호텔정가보다 라방딜이 몇천원 싸지도않고 조식까지 하명 호텔홈피가 더 싸다 했더니 강퇴시키던데..... 야놀자 지멋대로 장사함 ㅉ,2024-06-12
5,포인트많이줌,2024-06-12
5,편리하고 좋네요,2024-06-11
5,편리하고 좋아요,2024-06-11
1,어플에 있던 숙소 많이사라짐,2024-06-11
5,빠르고 편리합니다.,2024-06-11
5,좋아요,2024-06-11
4,국내는 잘이용하고 있고 9월달 다낭 숙소안떠여 (저기어떰엔 있는데) 국내서는 10일전 5일전 하루전날 뭐 이런식으로 예약했는데 혹시 몇달후건 불가한가봐여? 8월도 불러오지못함 뜸(새벽3시반) 음..... 딴데보져 뭐ㅋㅋ,2024-06-11
5,굿ㅋㅋㅋ ㅂㄱㅋㄱㅋㄱㄱ,2024-06-11
4,여행계획이 있으면 야놀자부터 둘러보게됨 편리하기도 하고 여러 선택지를 비교 할 수 있어서...,2024-06-10
5,좋음,2024-06-10
5,깨끗하고 친절해서 자주 이용해요. .,2024-06-10
5,사용이 간편하고 할인혜택이 있어서 좋네요^^♥ 계속 사용하다보니 다양한 시설이 확인되고 할인 정보도 많아졌어요. 주변 추천도 너무 편리합니다. 한번 쓰면 계속 쓰게 되는것 같아요. 다른회사와 통합까지되서 여러군데 알아볼 필요까지 없어졌습니다~!!,2024-06-10
1,안좋음,2024-06-10
4,편리하고 좋습니다. 결제는 자동연결부탁드립니다.,2024-06-10
5,좋아요 저렴하고 좋은펜션에서 놀수 있어서 좋아요,2024-06-10
5,할인쿠폰이 많아서 좋습니다,2024-06-10
4,가성비 좋아요^^,2024-06-10
5,가끔이용하지만 깨끗하고 조용해서 좋습니다,2024-06-10
5,예약하기 편리합니다.,2024-06-09
5,굿,2024-06-09
1,별점 한개도 아까워요. 도데체 숙소 연결해주면서 숙소 클레임은 왜 안받습니까? 말을 했으면 개선을 하던지 조취를 취하셔야져 중간에서 하는 일이 뭡니까?,2024-06-09
5,굿입니다 ^^,2024-06-09
5,좋아요,2024-06-09
5,할인도 되고 굿~!!,2024-06-09
5,쿠폰이.친절해요,2024-06-09
5,좋음,2024-06-08
5,"좋은곳, 저렴하게 이용할수 있어요",2024-06-08
5,한적해요,2024-06-08
5,종류가더많아요,2024-06-08
1,굿,2024-06-08
5,앱이 직관적이고 할인쿠폰도 있고 믿음이 갑니다.,2024-06-08
5,정보도 많고!! 편하고 좋아요~,2024-06-08
5,할인쿠폰이 있어서 싸게 잘 예매 했어요,2024-06-08
5,구욷,2024-06-07
5,야놀자는 여행다닐때 유용해욤 >_<,2024-06-07
5,쿠폰덕분에 할인받음,2024-06-07
5,항상 잘 쓰고 있어요,2024-06-07
4,이용이 편리해요,2024-06-07
5,예약하기 넘 쉬워요,2024-06-07
5,좋아요,2024-06-07
5,좋아요,2024-06-07
5,굳잡,2024-06-07
5,좋아요,2024-06-06
5,불편함 없이 잘 쓰고 있네요^^,2024-06-06
5,좋아요,2024-06-06
5,굿굿굿,2024-06-06
4,최저가 빠른정보 좋아요,2024-06-06
5,초특가 야놀자! 초특가 야놀자!초특가 야야야야야야야야야놀자!,2024-06-06
5,할인되고 좋아요,2024-06-06
5,화면이 나이가 있는데도 편하게 되어있어요 강추입니다,2024-06-06
5,편의성과 각종 이벤트가 굳,2024-06-06
5,편리해서 좋아요.,2024-06-06
5,굿,2024-06-06
5,좋아요,2024-06-05
5,여자친구가 쓰래요. 좋네요.,2024-06-05
5,예약할호텔도많이있고 할인도 많이해주고좋아요,2024-06-05
1,"와...진짜ㅋㅋ두시간반을 달려왔는데 숙소상태는 담배냄새에 썩어가는 방이고...야놀자는 전화도 수시간 받지도않고 카톡상담사는 대답도없고... 제발 쓰지마세요 이 앱 . 다신안쓴다.. 상담사라는 사람은 보상할수없다는 말만 늘어놓네요. 이글 참고하시길바랍니다. 환불안받겠습니다. 대신 야놀자 기억해서 주변에서 쓴다고하면 뜯어말리고, 계속 변화없길 바랄게요",2024-06-05
5,편리함 최고,2024-06-05
5,good!,2024-06-05
5,좋아요,2024-06-05
5,부산 초읍 최고,2024-06-05
5,좋아요,2024-06-05
5,👍 굿,2024-06-05
5,조아요 조아요 조아요,2024-06-05
5,쉽고 빠른 숙소 선택.,2024-06-05
5,굿굿굿,2024-06-05
5,좋아요,2024-06-05
5,깨끗하고 프라이빗 조아요^^,2024-06-05
5,좋아요,2024-06-05
5,좋아요 너무좋아요,2024-06-05
5,완성도 높은 야놀자앱... 딱히 깔게없음,2024-06-05
5,편리하고 저렴하고 혜택이 많아서 좋아요 ^^,2024-06-05
5,잘사용하고있어요,2024-06-05
5,멋진 사이트 야놀자,2024-06-04
5,예약이 간편하고 좋아요.,2024-06-04
5,야놀자가 최고,2024-06-04
1,괜찮은 숙박업체들도 많지만 전혀 괜찮지 않은 업체들도 많음.....숙박업체도 야놀자 상담원들도 그렇고 그냥 일하기 싫어하는 티가 너무 납니다 .....어휴... 저는 어플 삭제합니다.,2024-06-04
5,예약하기편해서 좋아여,2024-06-04
4,굿굿 예약이 편해요,2024-06-04
5,타 싸이트보다 상세하고 할인혜택이 다양합니다,2024-06-04
5,좋네요 ㅎㅎ,2024-06-04
5,바로바로 예약되서 좋아요~,2024-06-04
5,이용이 편해요. 나이스한 선택,2024-06-03
5,굳,2024-06-03
5,전환과 예약 편했어요!,2024-06-03
5,굿,2024-06-03
5,간단하고 정리 잘 되어있고요 자주 쓰게 되네요!,2024-06-03
5,굳,2024-06-03
5,조아요!정말 가성비 좋은데로 굿굿,2024-06-03
5,앱 사용이 편리함,2024-06-03
5,너무 좋습니다^^,2024-06-03
5,굳~~~~~,2024-06-03
5,전에 너무 좋았던 한훤 다시 왔습니다 특히 야자수 숲에 있는 야외 자쿠지가 인상적이었는데 늦게 요청 했는데도 주인이 오셔서 깨끗하게 청소해 주셔서 감사 했습니다 그릇도 이쁜게 많았는데 그릇을 정말 좋아하시는 분 같았어요 뒷뜰의 야자수 밭이 정글처럼 펼쳐져 있는데 바람이 부니까 흔들리는 모습과 바람소리가 아프리카 인줄 서건도 쪽으로 산책하는길도 조용한 동네길이라 조용하게 지내고 오고 싶었던 우리는 만족 여전히 침구는 깨끗 하고 직접키운 작두콩차를 시원하게 얼렸다 주시는 정성 아름다운 이층방은 꼭 찍어 봐야하는 맛뷰 가성비로 따져도 엄지 척 입니다,2024-06-03
5,간편해요 여러 설명도 너무 좋구요.^_^,2024-06-03
5,너무 좋아요,2024-06-03
5,할인해택이 너무좋아요 잘놀다가요~~,2024-06-03
5,편리한 숙박생활,2024-06-02
5,빠르게 검색도 좋고 더 많은 숙소들을 소개해주는듯해요,2024-06-02
5,사용하기 무지 편해요,2024-06-02
5,굿~ 좋아요 ^____^,2024-06-02
5,좋네요.,2024-06-02
5,Gooddddddddddd,2024-06-02
5,좋아요,2024-06-01
5,좋아요~~~^^,2024-06-01
5,좋아요,2024-06-01
5,좋아요,2024-06-01
5,쪼아요,2024-06-01
5,좋아요!!,2024-06-01
5,굿샷입니다,2024-06-01
5,좋아요 편해요,2024-06-01
1,난3ㅗ드ㅡㅡㅡㅡㄴㄴ. ㅡㄷㅡㅌ 노트 가곡동ㅡㄴㆍㄴㄷㆍ ㄷ 순천ㅡ .,2024-06-01
5,예약 할인에 빠름,2024-06-01
5,일단 해보고 결정.타사보다 좋아요~~,2024-05-31
5,할인많고 혜택좋아요,2024-05-31
5,전국 각지의 숙소 현황을 한 번에 확인 할 수 있어서 좋아요.,2024-05-31
5,사용이 편리해요~^^,2024-05-31
5,좋아요 할인혜택 굳,2024-05-31
4,호텔 추천을 잘해줘요.,2024-05-31
5,넘깨끗하고좋아요집에서쉬는기분감사합니다,2024-05-31
5,깨끗하고 주차하기 편해요,2024-05-31
5,굳,2024-05-31
5,찾기쉬워서좋아요,2024-05-30
5,저렴해요,2024-05-30
5,ㅇㄱㅇㄸ보다 평균적으로 쌈. 야놀자가 방갯수도 미묘하게 많아서 제일많이씀,2024-05-30
5,그냥 와이프와 연애때부터 쓰던 어플 가장친숙한,2024-05-30
5,굿,2024-05-30
5,매년 여름마다 야놀자랑 저렴하고 풍족하게 함께 합니다 ^^,2024-05-30
5,급하게 찾은 일정에 자리 찻기 아주 편하네요,2024-05-30
4,좋아요 할인쿠폰 자주주니 좋아요,2024-05-30
5,할인도되고 좋아여,2024-05-30
5,폔션 구하는데 보기 편해서 좋아요~~^^,2024-05-30
1,숙박페스타 쿠폰받으려고 어플 열었는데 10시에 갑자기 로그아웃 되는건 뭔경우고? 로그인 하고나니까 쿠폰 매진이네 장난하나,2024-05-30
5,편리해요,2024-05-30
5,흡연 가능 한 곳 검색 편하게 해주세요,2024-05-29
1,예약날짜도 안됐는데 환불이 안되는건 첨보네요 좀 황당스럽네요,2024-05-29
5,예약이 간편하고 특가할인이 많아요~~,2024-05-29
5,좋아요,2024-05-29
5,타사 대비 좋은 가격,2024-05-29
5,편하고 간단해서 너무좋아요,2024-05-29
5,저렴한가격으로 편히 쉴수있어요~,2024-05-29
5,좋아요,2024-05-29
5,👍,2024-05-29
3,좋아요,2024-05-29
5,쿠폰잘나오고 좋아요.,2024-05-29
5,개편함 쿠폰 개좋음,2024-05-29
5,"빠른 검색, 사실적인 후기가 도움됩니다.",2024-05-29
4,"정확한 예약,저렴한 가격 너무 좋아요",2024-05-29
5,좋아요,2024-05-29
5,예약이편해요,2024-05-29
5,좋아요,2024-05-29
5,정리가 잘 되어있어요,2024-05-29
5,굿,2024-05-29
5,편리하고 숙소 설명이 학실하네요,2024-05-29
5,혜택이 좋아요,2024-05-29
4,현대카드와 콜라보로 인한 할인! 좋다,2024-05-28
4,어디서든 주변에 검색이 잘되서 좋아요,2024-05-28
5,편리하고 간편해서 조아요,2024-05-28
5,좋아요~,2024-05-28
5,좋은숙소가 많아요,2024-05-28
5,쿠폰 잘썼습니다,2024-05-28
5,할인 쿠폰이 자주 제공되어요,2024-05-28
5,사용하기 좋아요,2024-05-28
5,편해요~~~,2024-05-28
3,넵 확인했습니다 느낌으로 가는,2024-05-27
5,짱입니다,2024-05-27
5,야놀자!!!,2024-05-27
5,싸고 좋은 숙소 추천해주셔서 감사합니다!!,2024-05-27
5,좋아요,2024-05-27
5,여기어때보다 쌈,2024-05-27
5,간편,2024-05-27
5,좋아요,2024-05-27
5,좋아요,2024-05-27
5,검색과 예약 방식이 쉽고 정보검색 결과가 보기 편하게 디스플레이되어있어요.,2024-05-27
5,편해요,2024-05-27
4,편애요,2024-05-27
5,좋음,2024-05-26
4,굿,2024-05-26
5,이용하기 편리하고 다양한 정보제공을 해줍니다.,2024-05-26
5,편해요,2024-05-26
5,굿,2024-05-26
5,사용하기 너무 좋고 편합니다,2024-05-26
5,편리함,2024-05-26
5,친절하세요,2024-05-26
5,편해요,2024-05-26
1,안놀아,2024-05-26
1,강제업뎃;,2024-05-26
5,할인혜택이많아서좋아요,2024-05-26
5,할인이좋아요,2024-05-25
5,빠르고 싸고좋은곳 많아좋아요,2024-05-25
5,좋내요,2024-05-25
5,좋음,2024-05-25
5,굿,2024-05-25
5,좋아요~,2024-05-25
5,굳,2024-05-25
5,좋아요~~~~,2024-05-25
5,숙박은 역기 야놀자,2024-05-24
4,좋아연,2024-05-24
5,깨끗하고 좋아요,2024-05-24
5,간편하고 빨라요,2024-05-24
5,항상 만족하는 앱이에요,2024-05-24
5,할인률이 좋음,2024-05-24
5,사용편함,2024-05-24
5,좋아욧!!,2024-05-24
5,야놀자는 숙박정보도 다양하고 가격도 저렴해서 좋다.,2024-05-24
5,간편하고 다양한 숙박시설이 많음,2024-05-24
5,♡♡♡♡,2024-05-24
5,굿굿굿,2024-05-24
5,좋아요,2024-05-24
5,굿,2024-05-24
4,좋아요,2024-05-23
5,저렴하게 예약해서 좋네요 시설도 마음에들고요,2024-05-23
5,편리하네요,2024-05-23
5,좋아여,2024-05-23
5,넘 편리하고 좋아요,2024-05-23
5,좋아요,2024-05-23
5,예약이 잘 됩니다,2024-05-23
2,깨끗하고 만족합니다,2024-05-23
1,이용하지 마시길 권장합니다 망해가고 있는지 모텔 업주와 야놀자는 한통속입니다 예를들어 모텔측 문제로 이용을 못해도 모텔은 자기들이 하는거 아니다 하고 야놀자로 패쓰를하고 다시 야놀자는 현장해결 이것저것 말장난 식으로 모르쇠고 양측이 이재는 재미가 들렸는지 티키타카가 잘맞습니다 결국 야놀자는 수수료를 챙겨야하고 모텔은 야놀자를 핑계로 방값을 챙기고 아주 그냥 호구 됩니다 적당히해야지.. 그냥 어플은 가격등 정보만 확인하고 예약하지 마시길 권장합니다.,2024-05-22
5,좋아요,2024-05-22
5,검색이 쉽고 야놀자 제공 숙소는 저렴하고 청결해서 좋아요,2024-05-22
5,Rất Tốt,2024-05-22
